last_bot_message,last_user_message,message,keyboard,callback_url,img,key_value,intent
✏,/challenge_feedback_m,"Hallo 🙂. Glückwunsch, du fastest schon seit 18:03 Uhr. Um 10:03 Uhr am Donnerstag hast du dein Ziel von 16 Stunden erreicht. Wie fühlst du dich?", 👍 ; 👎, 👍 ; 👎,,challenge_feedback_emoji,/challenge_feedback_m
"Hallo 🙂. Glückwunsch, du fastest schon seit 18:03 Uhr. Um 10:03 Uhr am Donnerstag hast du dein Ziel von 16 Stunden erreicht. Wie fühlst du dich?",✏,"Wenn du möchtest, notiere für dich selbst, wie es dir geht und ob du bis zum Ende fasten wirst. ✏",jetzt nicht,jetzt nicht,,challenge_feedback_text,/challenge_feedback_m
"Wenn du möchtest, notiere für dich selbst, wie es dir geht und ob du bis zum Ende fasten wirst. ✏",✏,Alles klar. Ich melde mich spätestens um 10:03 Uhr am Donnerstag wieder. Frohes Fasten!,Befehle,/befehle,,,end_conversation
