last_bot_message,last_user_message,message,keyboard,resize_keyboard,inline_keyboard,photo,key_value,intent
✏,/berichte,"""Hey. Hier siehst du deine Berichte: https://strowan.herokuapp.com/?key={}"".format(chat_id)",,,,,,end_conversation
