last_bot_message,last_user_message,message,keyboard,callback_url,img,key_value,intent
✏,/fasten,"""Viel Spaß 🙂! {} Drücke Info, um zu sehen, wie lange du schon fastest, oder Stopp, um das Fasten zu beenden."".format(info)",Stopp; Info,/fasten_end; /info,http://s0288.pythonanywhere.com/static/fast_start.png,fast_start_text,end_conversation
