last_bot_message,last_user_message,message,keyboard,callback_url,img,key_value,intent
✏,/befehle,"Drücke auf Info, um zu sehen, wie viele Mitglieder aktuell fasten. Drücke auf Start, um zu fasten, oder Stopp, um das Fasten zu beenden.",Start; Stopp; Info,/fasten; /fasten_end; /info,,,end_conversation
